"http://ieeexplore.ieee.org/search/searchresult.jsp?bulkSetSize=419&queryText%3DAutomotive+MATLAB",2014/02/11 19:40:45
"Document Title",Authors,"Author Affiliations","Publication Title","Publication Date","Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN","ISBN","EISBN","DOI",PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","DOE Terms","PACS Terms","MeSH Terms",Article Citation Count,Patent Citation Count,"Reference Count","Copyright Year","Online Date",Date Added To Xplore,"Meeting Date","Publisher","Sponsors",Document Identifier
"Analysis of Distributed Generation Impact on the Optimal Location of Voltage Sag Monitors by Applying Genetic Algorithms","Espinosa-Juarez, E.; Lucio, J.; Hernandez, A.","Electr. Eng. Fac., Univ. Michoacana de San Nicolas de Hidalgo, Morelia, Mexico","Electronics, Robotics and Automotive Mechanics Conference, 2009. CERMA '09.","22-25 Sept. 2009","2009","","","107","112","In this paper, the impact of distributed generation on the optimal location of measurement equipment to detect voltage sags in a power system is analyzed. An analytical method is used to formulate the optimization problem, which guarantees the coverage of the whole system. The application of genetic algorithms is proposed to solve the problem of optimal location of measurement equipment to detect voltage sags in a power system. The methodology is implemented by using genetic algorithms routines from the Matlab<sup>reg</sup> Genetic Algorithm and Direct Search Toolboxtrade. Several case studies are showed in IEEE-24 bus Reliability Test System (RTS) and in the IEEE 57-bus Test System.","","978-0-7695-3799-3","","10.1109/CERMA.2009.75","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5342003","Power Quality;genetic algorithms;optimal location;voltage sags (dips)","Algorithm design and analysis;Distributed control;Genetic algorithms;Power measurement;Power quality;Power system analysis computing;Power system measurements;Power system reliability;System testing;Voltage fluctuations","distributed power generation;genetic algorithms;power supply quality;power system measurement","distributed generation system;genetic algorithm;measurement equipment;optimization;power system;voltage sag monitoring","","","","2","","23","","","20091201","","IEEE","","IEEE Conference Publications"
"Implementation of Adaptive Neuro Fuzzy Inference System controller on magneto rheological damper suspension","Nugroho, P.W.; Haiping Du; Weihua Li; Alici, G.","Sch. of Mech., Mater. & Mechatron. Eng., Univ. of Wollongong, Wollongong, NSW, Australia","Advanced Intelligent Mechatronics (AIM), 2013 IEEE/ASME International Conference on","9-12 July 2013","2013","","","1399","1403","In this paper, we consider the implementation of an Adaptive Neuro Fuzzy Inference System (ANFIS) technique to control a quarter vehicle suspension systems with a semi-active magneto rheological (MR) damper. A quarter-car suspension model together with the MR damper is set up, and a semi-active controller composed of the Skyhook-Groundhook controller and the ANFIS model is designed. The design of ANFIS method use Fuzzy model with Gaussian membership function configuration and back propagation method as learning Fuzzy's parameter. This control strategy is proposed to compensate the uncertainties problem of MR damper. Finally, in the simulation of the comparison of semi active suspension ANFIS controller, Skyhook-Groundhook controller and Passive Suspension is shown using MATLAB. The simulation results demonstrate that the ANFIS method provides better isolation than that via Passive Suspension.","2159-6247","978-1-4673-5319-9","","10.1109/AIM.2013.6584290","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6584290","","Australia;Control systems;Magnetomechanical effects;Shock absorbers;Uncertainty;Vehicles","Gaussian processes;adaptive control;automotive components;backpropagation;fuzzy control;fuzzy reasoning;magnetorheology;neurocontrollers;shock absorbers;suspensions (mechanical components);vibration control","ANFIS model;Gaussian membership function configuration;MR damper;Matlab;adaptive neuro-fuzzy inference system controller;backpropagation method;fuzzy model;learning fuzzy parameter;magnetorheological damper suspension;passive suspension;quarter vehicle suspension system control;quarter-car suspension model;semiactive magnetorheological damper;semiactive suspension ANFIS controller;skyhook-groundhook controller;uncertainty problem","","","","0","","9","","","20130822","","IEEE","","IEEE Conference Publications"
"Thermal Dynamic Model for HID Lamps with the Outer-Bulb Effetcs","Osorio, R.; Oliver, Ma.; Ponce, M.; Juarez, M.; Olivares, V.H.; Pinto, S.E.; Katebi, R.; Grimble, M.J.","","Electronics, Robotics and Automotive Mechanics Conference, 2006","Sept. 2006","2006","1","","197","202","This paper presents a dynamic model for HID lamps; the model is based on thermal and electric principles, and it includes the plasma characteristics. Also, the model considers that the conductivity of the plasma inside the lamp depends of the heat flow from the inside of the lamp to outside. The heat flow of the lamp has an analogy with electrical circuits with resistors and capacitors. This capacitors and resistors represent the thermal behavior of the lamp and can be used to predict the dynamic of the lamp and its stability. The proposed model emulates the effects of the filling gas, the arc tube, the partial vacuum, and the outer bulb. This model is used to emulate the lamp behavior when the lamp is fed with square waveforms. This model can be implemented in software as ""PSpice"", ""Simnon"" or ""MATLAB""","","0-7695-2569-5","","10.1109/CERMA.2006.92","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4019737","","Capacitors;Circuit stability;Conductivity;High intensity discharge lamps;Mathematical model;Plasma properties;Resistance heating;Resistors;Thermal resistance;Thermal stability","discharge lamps;heat transfer","HID lamp;arc tube;electrical circuit;heat flow;outer-bulb effect;square waveform;thermal dynamic model","","","","0","","30","","","20061204","","IEEE","","IEEE Conference Publications"
"Optimized research on logic threshold of passenger car based on Genetic Algorithm","Kegang Zhao; Xinfei Sun","Sch. of Mech. & Automotive Eng., South China Univ. of Technol., Guangzhou, China","Intelligent Control and Automation (WCICA), 2011 9th World Congress on","21-25 June 2011","2011","","","657","660","This paper firstly analyzes the control mechanism of logic thresholds of wheel acceleration and deceleration. Considering working characteristics of the passenger car, a vehicle dynamics platform of Carsim is introduced, and then the Matlab/Simulink is used to run a combined simulation with Carsim. In order to optimize multiple logic thresholds, Genetic Algorithm is used to optimize multi-parameter of ABS controller. It is proved that this method is practical and effective by relative validation procedure.","","978-1-61284-698-9","","10.1109/WCICA.2011.5970595","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5970595","Anti-lock Braking System;Genetic Algorithm;Parameter optimization;Threshold control","Acceleration;Genetic algorithms;Mathematical model;Optimization;Process control;Vehicles;Wheels","acceleration control;automobiles;digital simulation;genetic algorithms;vehicle dynamics;wheels","ABS controller;Carsim;Matlab;Simulink;genetic algorithm;logic thresholds;passenger car;vehicle dynamics;wheel acceleration;wheel deceleration","","","","0","","6","","","20110801","","IEEE","","IEEE Conference Publications"
"Design methodology for non insulated DC-DC converter: application to 42V-14V ""Powernet""","Jourdan, L.; Schanen, J-L; Roudet, J.; Bensaied, M.; Segueni, K.","Lab. d''Electrotechnique de Grenoble, Domaine Univ., Saint Martin D''Heres, France","Power Electronics Specialists Conference, 2002. pesc 02. 2002 IEEE 33rd Annual","2002","2002","4","","1679","1684","Emerging needs in the automotive area are being turned toward a decrease of design times of power converters. The purpose of this paper is to present a global methodology to design power electronics equipment. Instead of solving each step successively, all problems are taken into account simultaneously. The main difficulty consists in evolving simple analytical (or semianalytical) models for the different phenomena. After implementation in a Matlab® environment, the design consists in solving an optimization problem, under constraints. This paper compares several model accuracy, as well as various optimization methods in the case of a 42V-14V DC-DC converter","","0-7803-7262-X","","10.1109/PSEC.2002.1023052","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1023052","","Analytical models;Automotive engineering;Computer languages;Constraint optimization;DC-DC power converters;Design methodology;Design optimization;Insulation;Mathematical model;Power electronics","DC-DC power convertors;automotive electronics;circuit CAD;circuit optimisation","14 V;42 V;CAD;Matlab;Powernet;analytical models;automotive power conversion;computer simulation;noninsulated DC-DC power converter design methodology;optimization problem;semi-analytical models","","","","4","","","","","20021107","23 Jun 2002-27 Jun 2002","IEEE","","IEEE Conference Publications"
"Based on Matllab Electrically Operated Windshield Wiper Systems Design Method Research","Zhao Xiaoyu; Xing Yanfeng; Li Yengjie","Shanghai Univ. of Eng. Sci., Shanghai, China","Measuring Technology and Mechatronics Automation (ICMTMA), 2011 Third International Conference on","6-7 Jan. 2011","2011","1","","621","624","This article discusses one kind of method about faster arrangement, designs windshield wiper. After known the modeling of windshield, using SAE J903c methods may determine a specific windshield sweeps region, in order to satisfy this region, apply, MATLAB Simulink to carry on the simulation analyze for motive transmission system, execute machine. First determine coordinate setting about each staff, second count feature parameters, define sensors, finally design whole system control blocks, May according to the need output movement characteristic parameters, output windshield positions timely, through aforementioned means, may examine the rationality which the windshield wiper mechanical design, the dynamic parameters match.","","978-1-4244-9010-3","","10.1109/ICMTMA.2011.158","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5720861","Matlab-Simulink;Simulation Analysis;Windshield Wiper","Analytical models;Automobiles;Automotive components;Grippers;Organizations;Sensors;Solid modeling","CAD;automotive components;design engineering;mathematics computing;mechanical engineering computing;power transmission (mechanical)","Matlab Simulink;SAE J903c stipulation methods;mechanical design;motive transmission system;windshield movement characteristics;windshield wiper systems","","","","0","","7","","","20110228","","IEEE","","IEEE Conference Publications"
"Simulation Research on Vehicle Stability Control for 4WD Electric Vehicle","Bin Wang; Renguang Wang; Hanwen Sun; Qunying Cai","Automotive Eng. Inst., China Automotive Technol. & Res. Center, Tianjin, China","Measuring Technology and Mechatronics Automation (ICMTMA), 2011 Third International Conference on","6-7 Jan. 2011","2011","3","","274","277","Research was conducted on vehicle stability control algorithm for four wheel drive (4WD) mini electric vehicle (EV) basing on vehicle dynamics model. The whole vehicle model with eight degrees of freedom was constructed using graphics modeling technology and S-function in MATLAB/Simulink, which includes 4 wheel rotation speeds, front wheel steering angle, vehicle lateral speed, longitudinal motion, and yawing speed. A multi-input and multi-output(MIMO) vehicle stability control (VSC) fuzzy logic controller(FLC) was designed to meet non-linear and transient characteristics of vehicle motion. And simulation analysis was conducted to prove VSC PLC with side-slip angle and yawing speed as input and PWM duty as output.","","978-1-4244-9010-3","","10.1109/ICMTMA.2011.639","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5721476","Four Wheel drive;Fuzzy controller;S-function;Vehicle Stability Control","Automotive electronics;Mathematical model;Pulse width modulation;Roads;Stability analysis;Vehicles;Wheels","MIMO systems;control system synthesis;electric vehicles;fuzzy control;road vehicles;stability;vehicle dynamics","4WD electric vehicle;MATLAB-Simulink;PWM;S-function;VSC PLC;four wheel drive mini electric vehicle;fuzzy logic controller;graphics modeling technology;multiinput and multioutput vehicle stability control algorithm;vehicle dynamics model","","","","1","","9","","","20110228","","IEEE","","IEEE Conference Publications"
"Multi-objective optimization of powertrain mounting based on MATLAB","Shi Wen-ku; Fu Jiang-hua; Ya Hao; Teng Teng","State Key Lab. of Automobile Dynamic Simulation, Jilin Univ., Changchun, China","Computational Intelligence and Industrial Applications, 2009. PACIIA 2009. Asia-Pacific Conference on","28-29 Nov. 2009","2009","1","","484","487","Taking the kinetic energy decoupling level as the objective function, stiffness of each mounting acted as the design variable, penalty function method and Powell algorithm were applied which were programmed in the MATLAB software. During the optimization the natural frequency and displacement of the powertrain mounting system were taken into account. To verify the result of optimization, the corresponding simulation model was built in ADAMS software. It could be concluded that the decoupling effect has been improved which is beneficial to ride comfort.","","978-1-4244-4606-3","","10.1109/PACIIA.2009.5406381","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5406381","Powell algorithm;automotive;multi-objective optimization;powertrain mounting","Algorithm design and analysis;Damping;Engines;Frequency;Kinetic energy;MATLAB;Mechanical power transmission;Power system modeling;Vehicle dynamics;Vehicles","mathematics computing;optimisation;power transmission (mechanical)","ADAMS software;MATLAB;decoupling effect;kinetic energy decoupling level;multiobjective optimization;natural frequency optimization;powertrain mounting system","","","","0","","4","","","20100205","","IEEE","","IEEE Conference Publications"
"Research on Modeling for Hydraulic Retarder Internal Pressure Based on Artificial Neural Network","Jun Yan; Xuexun Guo","Sch. of Automotive Eng., Wuhan Univ. of Technol., Wuhan, China","Measuring Technology and Mechatronics Automation, 2009. ICMTMA '09. International Conference on","11-12 April 2009","2009","3","","298","301","This paper discusses the method of modeling for hydraulic retarder internal pressure and determines a method based on artificial neural network (ANN). For modeling based on ANN, the detailed settings and key points are expatiated. Through data extrapolating and comparison with test data, the rationality of ANN internal pressure model is proved.","","978-0-7695-3583-8","","10.1109/ICMTMA.2009.658","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5203205","Artificial Neuarl Network;hydraulic retarder;internal pressure;modeling","Artificial neural networks;Automotive engineering;Impellers;Mathematical model;Neurofeedback;Paper technology;Petroleum;Testing;Torque control;Vehicles","hydraulic systems;neural nets;pressure control","ANN;Matlab statistics toolbox;artificial neural network;hydraulic retarder internal pressure","","","","0","","6","","","20090818","","IEEE","","IEEE Conference Publications"
"Influence Analysis of a Passenger Car's Universality Design on Ride Comfort","He Ren; Sun Li","Sch. of Automotive &amp; Traffic Eng., Jiangsu Univ., Zhenjiang, China","Information Engineering and Computer Science (ICIECS), 2010 2nd International Conference on","25-26 Dec. 2010","2010","","","1","4","To strengthen the parts universality of a series of passenger cars and improve a passenger car ride comfort, the elastic components and the installation location of the vehicles are optimized. The optimization scheme of widening, lengthening the rear suspension leaf spring, and narrowing diameter of the front suspension torsion bar spring are analyzed, then the front and rear suspension stiffness match is done. The optimal passenger car model is built by ADAMS software to simulate, and the weighted RMS acceleration is calculated by MATLAB, the results meet the requirements. Then, the real vehicle test is done, and the comparative analysis of the performance with the original passenger car is done. The results show that, the optimization model' s ride comfort index than that of the original passenger cars have greatly increased, and comprehensive evaluation of steady static circular is also slightly higher scores.","2156-7379","978-1-4244-7939-9","978-1-4244-7941-2","10.1109/ICIECS.2010.5678363","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5678363","","Mathematical model;Optimization;Roads;Springs;Stability analysis;Suspensions;Vehicles","automobiles;design;mechanical engineering computing;optimisation;suspensions (mechanical components)","ADAMS software;MATLAB;front suspension torsion bar spring;optimization scheme;passenger car universality design;rear suspension leaf spring;ride comfort;weighted RMS acceleration","","","","1","","10","","","20101230","","IEEE","","IEEE Conference Publications"
"Optimization of Braking Force Distribution Coefficient for Car-Trailer","Xie Mei-zhi; Wei Chao-yi; Yi Feng-yan","Coll. of Civil Eng. &amp; Archit., Guangxi Univ., Nanning, China","Intelligent Systems and Applications (ISA), 2010 2nd International Workshop on","22-23 May 2010","2010","","","1","4","Through building dynamic model of car-trailer braking process, utilizing function fmincon () offering in the optimization toolbox of Matlab, the braking force distribution coefficient of car-trailer brake was optimized. The result shows that car-trailer can realize the optimum locking sequence that tractor front axle is locked firstly, then trailer axle is locked, finally tractor rear axle is locked; and keeping good braking performance in most pavements after optimization.","","978-1-4244-5872-1","978-1-4244-5874-5","10.1109/IWISA.2010.5473315","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5473315","","Adhesives;Axles;Buildings;Chaos;Civil engineering;Educational institutions;Laboratories;Mathematical model;Road transportation;Wheels","automobiles;automotive engineering;braking;optimisation;vehicle dynamics","Matlab;braking force distribution coefficient;car trailer;optimization;optimization toolbox;optimum locking sequence;tractor front axle;tractor rear axle;tractor trailer axle","","","","0","","4","","","20100527","","IEEE","","IEEE Conference Publications"
"PARADISE-Parametric Robust Analysis and Design Interactive Software Environment: a Matlab-based robust control toolbox","Sienel, W.; Bunte, T.; Ackermann, J.","Inst. of Robotics & Syst. Dynamics, German Aerosp. Res. Center, Wessling, Germany","Computer-Aided Control System Design, 1996., Proceedings of the 1996 IEEE International Symposium on","15-18 Sep 1996","1996","","","380","385","This paper presents a new toolbox for robust control design and analysis. A drawback of physically motivated approaches to robust control has been the amount of extensive calculation required for various methods, e.g. parameter space approach. This new toolbox overcomes these problems and makes parametric robust control methods available in an efficient, easy comprehensible, and flexible manner. The toolbox uses Matlab/Simulink which is a well-know tool to most control engineers","","0-7803-3032-3","","10.1109/CACSD.1996.555322","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=555322","","Automotive engineering;Computer languages;Mathematical model;Parametric statistics;Polynomials;Robust control;Robustness;Software design;Stability;Velocity control","control system CAD;control system synthesis;graphical user interfaces;interactive systems;robust control","Matlab-based toolbox;PARADISE toolkit;Simulink;control system CAD;design interactive software environment;parameter space method;parametric robust analysis;robust control;stability","","","","3","","15","","","20020806","15 Sep 1996-18 Sep 1996","IEEE","","IEEE Conference Publications"
"Rapid prototyping methodology applied to the powertrain control system","Dorey, R.E.; Scarisbrick, A.D.","","System Control Integration and Rapid Prototyping in the Automotive Industry (Digest No. 1997/388), IEE Colloquium on","9 Dec 1997","1997","","","4/1","4/4","The paper investigates in detail certain aspects of the “System V” powertrain development stages: the use of an engine model to establish the robust performance of the candidate systems in the presence of real world uncertainties; and the use of a robust modern control technique as a candidate solution to the problem of idle speed control. Structured design and analysis techniques have an essential role in understanding complex powertrain systems. Matlab design tools provide insight and the potential to improve system performance","","","","10.1049/ic:19971342","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=668244","","","","","","","","1","","","","","20020806","","IET","","IET Conference Publications"
"An automated flow for integrating hardware IP into the automotive systems engineering process","Oetjens, J.; Gorgen, R.; Gerlach, J.; Nebel, W.","Robert Bosch GmbH, Reutlingen","Design, Automation & Test in Europe Conference & Exhibition, 2009. DATE '09.","20-24 April 2009","2009","","","1196","1201","This contribution shows and discusses the requirements and constraints that an industrial engineering process defines for the integration of hardware IP into the system development flow. It describes the developed strategy for automating the step of making hardware descriptions available in a MATLAB/Simulink based system modeling and validation environment. It also explains the transformation technique on which that strategy is based. An application of the strategy is shown in terms of an industrial automotive electronic hardware IP block.","1530-1591","978-1-4244-3781-8","","10.1109/DATE.2009.5090844","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5090844","","Automotive electronics;Automotive engineering;Design engineering;Hardware design languages;MATLAB;Mathematical model;Modeling;Semiconductor device testing;System testing;Systems engineering and theory","automotive electronics;electronic engineering computing;hardware description languages;industrial engineering;industrial property;logic design","MATLAB/Simulink;automated flow;automotive electronic hardware IP block;automotive systems engineering process;hardware description;industrial engineering process;integrating hardware IP;system development flow","","","","0","","13","","","20090623","","IEEE","","IEEE Conference Publications"
"Using modern design tools to integrate the systems engineering and software engineering processes","Holway; Michaels; Quinn; Santos","MathWorks Inc., Natick, MA, USA","Computer Aided Control System Design, 1999. Proceedings of the 1999 IEEE International Symposium on","1999","1999","","","557","562","This paper describes the complete environment available for the concept to code process. To illustrate the process, we use the automatic transmission design as an example. The basic model is flexible by design in order to allow systematic refinement. The fundamental goal is to form a firm analytical foundation for the design, which fosters flexibility in the implementation. The MathWorks Inc. have provided a suite of tools to help the engineer and shorten the design cycle. The MATLAB environment can be used for initial algorithm development, and data visualization","","0-7803-5500-8","","10.1109/CACSD.1999.808708","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=808708","","Automotive engineering;Control system synthesis;Design engineering;Engines;Impellers;Modeling;Software engineering;Software tools;Systems engineering and theory;Vehicles","CAD;automobiles;data visualisation;digital simulation;mechanical engineering computing;software engineering","MATLAB;MathWorks;automatic transmission;data visualization;design tools;model simulation;software engineering","","","","0","","2","","","20020806","22 Aug 1999-27 Aug 1999","IEEE","","IEEE Conference Publications"
"Investigation of EMS based on fuzzy logic controller for an ICE/battery/UC hybrid electric vehicle","Shijing Xu","Sch. of Electr. Eng. & Autom., Tianjin Univ., Tianjin, China","Artificial Intelligence, Management Science and Electronic Commerce (AIMSEC), 2011 2nd International Conference on","8-10 Aug. 2011","2011","","","4041","4044","The EMS(energy management strategy) based on fuzzy logic is presented in this paper, which is designed in MATLAB and Simulink to control the torque of the engine. The required torque and the SOC(state of charge) of the battery and UC (ultracapacitor) are used as the inputs of the EMS. The EMS is mainly consisted of two FLCs(fuzzy logic controller), which are switched according to the SOC of the UC. The hybrid power system is designed with battery and UC. By reproducing ADVISOR, the simulation is implemented in UDDS and HWFET driving cycle. The simulation results show that the average efficiency of the internal combustion engine(ICE) is improved in different driving cycles. And the operating current of the battery is decreased evidently.","","978-1-4577-0535-9","","10.1109/AIMSEC.2011.6010016","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6010016","energy management strategy;fuzzy control;hybrid power system;parallel hybrid electric vehicle","Batteries;Engines;Hybrid power systems;Medical services;System-on-a-chip;Torque;Vehicles","automotive engineering;digital simulation;energy management systems;fuzzy control;hybrid electric vehicles;internal combustion engines;secondary cells;torque control","HWFET driving cycle;MATLAB;Simulink;UDDS;advanced vehicle simulator;battery;charge state;energy management strategy;fuzzy logic controller;hybrid power system design;internal combustion engine;torque control;ultracapacitor hybrid electric vehicle","","","","0","","9","","","20110905","","IEEE","","IEEE Conference Publications"
"Automotive control: from concept to experiment to product","Hanselmann, H.","dSPACE GmbH, Paderborn, Germany","Computer-Aided Control System Design, 1996., Proceedings of the 1996 IEEE International Symposium on","15-18 Sep 1996","1996","","","129","134","Without appropriate tools to implement new controllers quickly and safely, the tightening development schedules cannot be met anymore. This paper addresses the issue of rapid control prototyping (RCP). With RCP there is a smooth and fast transition from a design concept to its experimental verification","","0-7803-3032-3","","10.1109/CACSD.1996.555244","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=555244","","Automotive engineering;Control design;Control systems;Design engineering;MATLAB;Mathematical model;Real time systems;Robust control;Software tools;Testing","automobiles;control system CAD;control system analysis computing","RCP;automotive control;development schedules;rapid control prototyping","","","","8","2","6","","","20020806","15 Sep 1996-18 Sep 1996","IEEE","","IEEE Conference Publications"
"Modelling and simulation of a thermoelectric generator for waste heat energy recovery in Low Carbon Vehicles","Phillip, N.; Maganga, O.; Burnham, K.J.; Dunn, J.; Rouaud, C.; Ellis, M.A.; Robinson, S.","Control Theor. & Applic. Centre, Coventry Univ., Coventry, UK","Environment Friendly Energies and Applications (EFEA), 2012 2nd International Symposium on","25-27 June 2012","2012","","","94","99","This paper details the development of a thermoelectric generator (TEG) model undertaken within the Low Carbon Vehicle Technology Project (LCVTP*). The model has been developed as a tool for investigating the application of using a TEG for waste energy recovery from an automotive engine exhaust and converting it to electrical energy to offset the electrical demand on the 12V battery. The model features three main subsystems that make up the TEG system; these are the heat exchanger, the thermoelectric material and the power conditioning unit. Particular attention has been given to the power conditioning unit where two different DC-DC converter topologies namely; buck-boost and single ended primary inductor capacitor (SEPIC) have been compared for best performance. In addition, the Perturb and Observe maximum power point tracking algorithm has also been implemented and compared with a standard fixed duty cycle pulse width modulator (PWM) control. The process of developing the subsystems are briefly explained and the advantages of using the maximum power point system is demonstrated. The simulation results demonstrate that a power conditioning unit with a buck-boost converter and Perturb and Observe control is suitable for TEG systems. MATLAB/Simulink has been used for modelling and simulation of the system as well as implementation of the control strategy.","","978-1-4673-2909-5","978-1-4673-2910-1","10.1109/EFEA.2012.6294079","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6294079","","Equations;Heat transfer;Heating;Materials;Mathematical model;Power conditioning;Voltage control","DC-DC power convertors;PWM power convertors;automotive electrics;heat exchangers;power system control;thermoelectric conversion;waste heat","DC-DC converter topologies;MATLAB;Simulink;TEG system;automotive engine exhaust;buck-boost converter;electrical demand;electrical energy;heat exchanger;low carbon vehicle technology project;maximum power point system;maximum power point tracking algorithm;observe control;perturb control;power conditioning unit;single ended primary inductor capacitor;standard fixed duty cycle pulse width modulator control;thermoelectric generator;thermoelectric material;voltage 12 V;waste heat energy recovery","","","","1","","15","","","20120903","","IEEE","","IEEE Conference Publications"
"Simulation and analysis of schedule and cost of product development","Zhaoyun Wu; Li Li; Han Zhao","Sch. of Mech. & Electr. Eng., Henan Univ. of Technol., Zhengzhou, China","Mechanic Automation and Control Engineering (MACE), 2010 International Conference on","26-28 June 2010","2010","","","228","233","In order to simulate and analyze the schedule and cost of product development process (PDP) effectively, Design Structure Matrix was used as structural model in simulation. The schedule and cost models were described by triangular distribution of random variables. The disadvantage of traditional rework probability matrix was analyzed and the concept of rework conditional probability was proposed. It was shown that the relation exists between rework sources and probability of downstream tasks reworking caused by current rework task. According to the limitation of traditional rework impact matrix, the description method of decomposing rework impact was proposed. It solved the problem of how to determine the comprehensive rework impact under the condition of multi-rework sources. The dynamic characteristics of rework iteration were analyzed. According to the simulation algorithm, the simulation platform of PDP was developed based on Matlab. Finally, an example was used to illuminate the validity and practicability of the simulation platform.","","978-1-4244-7737-1","","10.1109/MACE.2010.5535675","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5535675","Design Structure Matrix;Product Development Process Simulation;Rework Impact;Rework Probability","Algorithm design and analysis;Analytical models;Automotive engineering;Computational modeling;Costs;Iterative methods;Mathematical model;Predictive models;Process design;Product development","life cycle costing;matrix algebra;probability;product development;scheduling","Matlab;design structure matrix;multirework sources;product development cost;rework conditional probability;rework probability matrix;schedule analysis;simulation algorithm;triangular random variables distribution","","","","0","","10","","","20100803","","IEEE","","IEEE Conference Publications"
"Lessons learned from model based development of a dependable control-by-wire system","Johannessen, P.; Torner, F.; Torin, J.","Volvo Car Corp., Sweden","Mechatronics, 2004. ICM '04. Proceedings of the IEEE International Conference on","3-5 June 2004","2004","","","25","29","Volvo Car Corporation and The Royal Institute of Technology initiated a joint project named FAR in October 2002. FAR stands for function and architecture integration. There were 10 M.Sc. students in the project taking a special class. The focus of the project was the development of a portable drive-by-wire system using model based development and reference architectures. The deliveries from the project were a tool chain for automatic code generation from Matlab Simulink models and a prototype vehicle in scale 1:5. The project was very successful and the result was delivered to Volvo cars in June 2003. The project deliveries have been further developed at Volvo cars.","","0-7803-8599-3","","10.1109/ICMECH.2004.1364406","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1364406","","Automotive engineering;Computer architecture;Control system synthesis;Costs;Fault tolerance;Hazards;Mathematical model;Product development;Prototypes;Redundancy","automobile industry;automobiles;mechatronics;product design","Volvo Car Corporation;automatic code generation;dependable control by wire system;function architecture integration;portable drive by wire system","","","","0","","7","","","20041213","","IEEE","","IEEE Conference Publications"
"N-states Channel Model using Markov Chains","Sanchez-Salas, D.A.; Cuevas-Ruiz, J.L.","ITESM CEM, Monterrey","Electronics, Robotics and Automotive Mechanics Conference, 2007. CERMA 2007","25-28 Sept. 2007","2007","","","342","347","The demand of the telecommunication services has been growing these last years. The analysis of the transmission of a RF signal through a wireless channel is a key point in the overall performance. Several kinds of channels models have been studied, like Gaussian, Ricean and Rayleigh, but using only one of them to evaluate the communication system is not enough; a real channel doesn't have the same characteristics all the time. Knowing the possible channels that can be present in a transmission channel and applying Markov chains, it is possible to implement a more realistic channel. This article compares four types of scenarios in suburban areas, using in all the cases Markov chains. The first scenario has two channels; the second scenario has three channels; the third one has four channels and the last one has five channels. The channels implemented in these scenarios were Gaussian, many types of Ricean and Rayleigh. A comparison between them was done. This analysis was implemented by simulations in Matlab.","","978-0-7695-2974-5","","10.1109/CERMA.2007.4367710","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4367710","","AWGN channels;Analytical models;Automotive engineering;Degradation;Mathematical model;Performance analysis;Rayleigh channels;Robots;Signal analysis;Telecommunication services","AWGN channels;Markov processes;Rayleigh channels;Rician channels;error statistics;matrix algebra","AWGN channel;BER curves;Gaussian channels;Markov chains;N-states channel model;RF signal transmission;Rayleigh channels;Ricean channels;suburban areas;telecommunication services;transition matrix","","","","3","","11","","","20071029","","IEEE","","IEEE Conference Publications"
