"http://ieeexplore.ieee.org/search/searchresult.jsp?bulkSetSize=91&queryText%3Dautomotive+uml",2014/02/11 19:36:18
"Document Title",Authors,"Author Affiliations","Publication Title","Publication Date","Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN","ISBN","EISBN","DOI",PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","DOE Terms","PACS Terms","MeSH Terms",Article Citation Count,Patent Citation Count,"Reference Count","Copyright Year","Online Date",Date Added To Xplore,"Meeting Date","Publisher","Sponsors",Document Identifier
"Comparison of ASCET and UML - Preparations for an abstract software architecture","Ahrens, D.; Pfeiffer, A.; Bertram, T.","BMW Group, Munich","Specification, Verification and Design Languages, 2008. FDL 2008. Forum on","23-25 Sept. 2008","2008","","","233","234","For efficient software engineering in automotive applications the executed design processes must separate general properties and characteristics of the created system from implementation and realisation details as long as possible. This short paper shows how software architectures can be displayed on an abstract level by using the Unified Modeling Language (UML) and how these abstract depictions can be transferred to commonly used design and code generation tools either manually or by automation. Formal methods and transformation rules can be applied by using the Extensible Markup Language (XML). The methods are exemplarily shown for ASCET SE by ETAS.","","978-1-4244-2264-7","","10.1109/FDL.2008.4641451","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4641451","","Automotive applications;Automotive engineering;Design automation;Process design;Software architecture;Software engineering;Software systems;Software tools;Unified modeling language;XML","Unified Modeling Language;XML;automotive engineering;software architecture","ASCET;Extensible Markup Language;UML;Unified Modeling Language;abstract software architecture;formal method","","","","0","","5","","","20081010","","IEEE","","IEEE Conference Publications"
"A multiform time approach to real-time system modeling; Application to an automotive system","Andre, C.; Mallet, F.; Peraldi-Frati, M.A.","Univ. Nice Sophia-Antipolis, Valbonne","Industrial Embedded Systems, 2007. SIES '07. International Symposium on","4-6 July 2007","2007","","","234","241","In the context of an effort to answer the OMG RFP for modeling and analysis of real-time embedded systems (MARTE), we are defining extensions to the simple time model of UML2. After a brief review of some time-related UML profdes, we focus on the specificity of our approach: the ability to take account of multiform time - concept inherited from reactive system modeling. Using an example from the automotive industry, we illustrate the use of our profile to represent, to constraint and to analyze behaviors depending on multiform time.","","1-4244-0840-7","1-4244-0840-7","10.1109/SIES.2007.4297340","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4297340","Embedded systems;High level modeling;Multiform time;Timing analysis;UML profile;automotive application","Automotive applications;Automotive engineering;Clocks;Computer science;Context modeling;Embedded system;Model driven engineering;Real time systems;Timing;Unified modeling language","Unified Modeling Language;automobile industry;embedded systems;mechanical engineering computing;systems analysis;time-domain analysis","UML2 profile;Unified Modeling Language;automotive control application;multiform time approach;real-time embedded system modeling;timing analysis","","","","3","","21","","","20070904","","IEEE","","IEEE Conference Publications"
"Marte CCSL to Execute East-ADL Timing Requirements","Mallet, F.; Peraldi-Frati, M.-A.; Andre, C.","Aoste Project I3S-INRIA, Univ. de Nice-Sophia Antipolis, Sophia Antipolis, France","Object/Component/Service-Oriented Real-Time Distributed Computing, 2009. ISORC '09. IEEE International Symposium on","17-20 March 2009","2009","","","249","253","In the automotive domain, several loosely-coupled architecture description languages (ADLs) compete to provide a set of abstract modeling and analysis services on top of the implementation code. In an effort to make all these languages, and more importantly their underlying models, interoperable, we use the UML profile for MARTE as a pivot to define the semantics of these models.In this paper, we particularly focus on East-ADL2. We discuss the benefits of having an integrated, MARTE-centered, approach. We give a formal semantics of East-ADL2 timing requirements. Relying on this semantics, several kinds of analysis are possible. Requirements become executable and simulations are run. A constraint solver is used to detect logical inconsistencies. Our proposal is illustrated on an anti-lock braking system (ABS).","1555-0885","978-0-7695-3573-9","","10.1109/ISORC.2009.18","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5232001","Automotive;Executable specification;Timing requirement","Architecture description languages;Automotive engineering;Buildings;Distributed computing;Embedded software;Proposals;Real time systems;Software systems;Timing;Unified modeling language","Unified Modeling Language;embedded systems;formal verification","East-ADL2;MARTE;UML profile;Unified Modeling Language;abstract modeling;antilock braking system;architecture description languages;automotive domain;simulation","","","","5","","16","","","20090904","","IEEE","","IEEE Conference Publications"
"Requirements patterns for embedded systems","Konrad, S.; Cheng, B. H C","Dept. of Comput. Sci. & Eng., Michigan State Univ., USA","Requirements Engineering, 2002. Proceedings. IEEE Joint International Conference on","2002","2002","","","127","136","In software engineering, design patterns propose solution skeletons for common design problems. The solution skeleton is described in such a way that the design can be used for other projects, where each application tailors the design to specific project constraints. This paper describes research into investigating how a similar approach to reuse can be applied to requirements specifications, which we term requirements patterns. Specifically, the paper explores how object-oriented modeling notations, such as the Unified Modeling Language (UML), can be used to represent common requirements patterns. Structural and behavioral information are captured as part of a requirements pattern. In order to maximise reuse, we focus on requirements patterns for embedded systems. This paper also describes case studies that illustrate how we have applied these general patterns to multiple embedded systems applications from the automotive industry.","1090-705X","0-7695-1465-0","","10.1109/ICRE.2002.1211541","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1211541","","Application software;Automotive engineering;Collaborative work;Embedded system;Laboratories;Object oriented modeling;Pattern analysis;Skeleton;Software engineering;Unified modeling language","automobile industry;embedded systems;formal specification;object-oriented methods;software reusability;specification languages","UML;Unified Modeling Language;automotive industry;case studies;design patterns;embedded systems;object-oriented modeling notations;requirements patterns;requirements specifications;software engineering;software reuse","","","","20","","","","","20030715","","IEEE","","IEEE Conference Publications"
"Development of laser welding system with digital manufacturing technology","Park, H.S.; Lee, G.B.","Sch. of Mech. & Automotive Eng., Ulsan Univ., South Korea","Science and Technology, 2005. KORUS 2005. Proceedings. The 9th Russian-Korean International Symposium on","26 June-2 July 2005","2005","","","625","629","Recently, companies are forced to work highly productive in order to survive on the global market. At the same time, an increasing customization of products resulting in shortened product life cycle and an increasing number of new variants need a manufacturing system to react appropriately and rapidly. A suitable approach to address the above mentioned requirements is the application of new technique such as laser welding instead of spot welding for building car body and the planning method for designing manufacturing system. So, automobile enterprises are looking for a technology facilitating effective development and agile production of products. This paper describes an implementation of laser welding system for automobile side panels with digital manufacturing. At first, the physical and logical schema and behavior of assembly system for welding side panels are analyzed using IDEFO and UML diagram. Based on the results of this analysis, a strategic plan for designing and implementing laser welding system is developed. Using this strategy, the alternative systems are generated. Finally, the optimal one is selected by using TOPSIS method.","","0-7803-8943-3","","10.1109/KORUS.2005.1507801","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1507801","","Automobiles;Buildings;Design methodology;Globalization;Laser theory;Manufacturing systems;Optical design;Production;Pulp manufacturing;Spot welding","agile manufacturing;assembling;automobile industry;automobile manufacture;computer aided manufacturing;computer aided production planning;laser beam welding;strategic planning;virtual manufacturing","IDEFO;TOPSIS;UML diagram;agile production;assembly system;automobile enterprise;automobile side panels;car body building;digital manufacturing;laser welding system;layout planning;manufacturing system;planning method;product customization;product life cycle;spot welding","","","","0","","8","","","20050926","","IEEE","","IEEE Conference Publications"
"Scenario-based verification for component-based embedded software designs","Hu Jun; Yu Xiaofeng; Zhang Yan; Zhang Tian; Wang Linzhang; Li Xuandong; Zheng Guoliang","Dept. of Comput. Sci. & Technol., Nanjing Univ., China","Parallel Processing, 2005. ICPP 2005 Workshops. International Conference Workshops on","14-17 June 2005","2005","","","240","247","In this paper, for embedded software systems we consider the problem of checking component-based designs for scenario-based specifications. The component-based designs are modelled by interface automaton networks which consist of a set of interface automata synchronized by shared actions, and the scenario-based specifications are specified by UML sequence diagrams. Based on investigating the reachability graph of the state space of the interface automaton networks, we develop the algorithms to check the existential consistency and the mandatory existential consistency including the forward, backward, and bidirectional mandatory existential consistency.","1530-2016","0-7695-2381-1","","10.1109/ICPPW.2005.78","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1488701","","Automata;Automotive engineering;Computer science;Embedded software;Embedded system;Laboratories;Medical services;Software design;State-space methods;Unified modeling language","Unified Modeling Language;automata theory;embedded systems;formal specification;object-oriented programming;program verification;reachability analysis;state-space methods","UML sequence diagram;component-based embedded software;interface automaton network;reachability graph;scenario-based verification;state space","","","","1","","11","","","20050801","","IEEE","","IEEE Conference Publications"
"High-Level Abstraction Modeling for Detailed Analysis of Avionic Real-Time Systems","Perseil, I.; Pautet, L.","LTCI, Telecom ParisTech, Paris, France","Engineering of Computer Based Systems (ECBS), 2010 17th IEEE International Conference and Workshops on","22-26 March 2010","2010","","","418","424","The main objective in the MDE<sup>1</sup> approach is to consider all handled items as models (they are Â¿first classÂ¿ entities). Then the second objective is to automate the integration of heterogeneous models, thanks to efficient model transformation techniques. In the field of avionic real-time and embedded systems, two modeling languages are now standardized and widely used. The UML<sub>2</sub> profile for MARTE<sup>3</sup>, ver-sion Ã3 is standardized by the OMG<sup>4</sup> and the AADL<sup>5</sup> v2.0 is standardized by the SAE<sup>6</sup>. The MARTE profile is used in the first steps of the analysis for more abstract models (e.g. independent of the platforms), the AADL is more used in last steps of the design phase, in order to generate efficient code, mainly or the execution platforms. This paper focuses on the growing role of high-level abstraction modeling in the detailed analysis phase through an intensive the use of the MARTE profile.","","978-1-4244-6537-8","978-1-4244-6538-5","10.1109/ECBS.2010.55","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5457742","Abstraction;Analysis;MARTE;Real-time systems","Aerospace electronics;Air traffic control;Automotive engineering;Clocks;Communication system traffic control;Embedded system;Object oriented modeling;Real time systems;Satellite navigation systems;Specification languages","avionics;embedded systems;program compilers;simulation languages","AADL<sup>5</sup> v2.0;MARTE<sup>3</sup>;MDE1;OMG <sup>4</sup>;SAE<sup>6</sup>;UML<sub>2</sub>;avionic real-time systems;code generation;detailed analysis;embedded systems;heterogeneous models;high level abstraction modeling;model transformation techniques;modeling languages","","","","0","","6","","","20100503","","IEEE","","IEEE Conference Publications"
"State of the art for mechatronic design concepts","Fotso, A.B.; Rettberg, A.","","Mechatronics and Embedded Systems and Applications (MESA), 2012 IEEE/ASME International Conference on","8-10 July 2012","2012","","","232","240","Nowadays the trend toward multi-disciplinary and ever complex system development is becoming more and more essential to understand and improve engineering approaches for such systems in industrial product engineering and with that also poses questions to solve for research on about how to efficiently and successfully handle such systems development. Since the application area for the development of such systems is very broad, e.g. including automotive, aeronautics, robotics or consumer products and much more, on top the need for flexible and adaptable methods for the development of such systems arises as well. Such complex, interdisciplinary systems are also called mechatronic systems, referring to the synergistic integration of software, electronics and mechanics. To approach the complexity inherent in the discipline-spanning aspect, different development and integrations methods and techniques coming from the involved disciplines are applied. Especially the interdisciplinary aspect of mechatronics, makes it difficult to handle such development and still there is no such thing as a promoted unified mechatronic modeling and design language, which is capable of describing a joint model with sufficient details to manage the large number of involved system-aspects included in each of the representative domains-specific disciplines. In order to obtain a coherent model from the entire mechatronic system, an integrated model framework capable to manage various requirements and modeling specifications present in each discipline is needed. This paper will provide a comprehensive review regarding the evolution of design methodologies for mechatronic systems, investigate recent research approaches in the realm of model-based design, and also point out the problems and limitations inherent in the different concepts and finally summarize the most promising research directions.","","978-1-4673-2347-5","","10.1109/MESA.2012.6275567","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6275567","Mechatronic Component;Model Integrated Mechatronics;SysML;System Modeling;Systems Engineering;UML;modeling techniques","Computational modeling;Mathematical model;Mechatronics;Object oriented modeling;Solid modeling;Unified modeling language","mechatronics;product design","aeronautics product;automotive product;consumer product;design methodology;electronics;engineering approach;mechanics;mechatronic design concept;model-based design;robotics product;software;system development","","","","0","","31","","","20120823","","IEEE","","IEEE Conference Publications"
"UML for designing software for a vehicle parking system","Tan, L.C.B.; Chime Li Keow; Luah Seok Peng; Vivian, L.S.L.; Soo Mun Heng; Ng Puay Teck; Stephen, L.S.H.; Fahrudeen, M.I.; Prakash, E.C.","Sch. of Comput. Eng., Nanyang Technol. Inst., Singapore","TENCON 2000. Proceedings","2000","2000","3","","151","156 vol.3","This paper presents a UML approach for designing a software architecture for commercial software systems. We provide a step-by-step procedure for designing large software systems and some experiences in designing a vehicle parking system. We use the UML diagrams in a Rational Rose environment to develop our software. The main contribution is to break down a problem into subsystems that can be easily modeled using a CASE tool. We also show different views in the software architecture","","0-7803-6355-8","","10.1109/TENCON.2000.892241","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=892241","","Automotive engineering;Data security;Databases;Design engineering;Sensor systems;Software architecture;Software design;Software systems;Unified modeling language;Vehicles","computer aided software engineering;diagrams;road vehicles;software architecture;specification languages;traffic engineering computing","CASE tool;Rational Rose;UML diagrams;commercial software systems;large software systems;software architecture design;subsystems;vehicle parking system","","","","0","","3","","","20020806","24 Sep 2000-27 Sep 2000","IEEE","","IEEE Conference Publications"
"Multiparadigm modeling in embedded systems design","Mu&#x0308;ller-Glaser, K.D.; Frick, G.; Sax, E.; Kuhl, M.","Inst. for Inf. Process. Technol., Univ. of Karlsruhe, Germany","Control Systems Technology, IEEE Transactions on","March 2004","2004","12","2","279","292","Embedded electronic systems for monitoring and control of technical processes (electronic control unit-ECU) are systems comprised of heterogeneous components (hardware, software, sensors, actuators, power electronics), thus making high demands on their development. Describing different aspects and views of the whole system, subsystem, or component requires according modeling paradigms for requirements specification, design, hardware implementation, software code generation, verification, integration, and testing. The first part of the paper surveys characteristic ECU features and describes a design strategy and the related technology, bringing out the necessity of multiparadigm modeling. Examples from automotive ECU applications are used throughout the paper. With respect to the problem that currently available tools provide insufficient support, integration strategies for multiparadigm modeling based on multiple tools are surveyed in the second part, concluding with examples from our own research activities.","1063-6536","","","10.1109/TCST.2004.824340","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1281784","","Actuators;Control systems;Embedded software;Embedded system;Hardware;Monitoring;Power system modeling;Process control;Sensor phenomena and characterization;Sensor systems","computer aided software engineering;control system CAD;embedded systems;program compilers;simulation languages;software prototyping;specification languages","UML-based model representation;XFL-based model translation;automatic programming;code integration;design strategy;electronic control unit;embedded electronic systems;embedded systems design;executable specifications;hardware implementation;heterogeneous components;multiparadigm modeling;requirements specification;software code generation;software specification;tool integration","","","","14","","62","","","20040405","","IEEE","IEEE Control Systems Society","IEEE Journals & Magazines"
"Specification of test rules for vehicle comfort systems with formalized models and methods","Schmidt, C.; Diedrich, C.","Volkswagen in Wolfsburg, Wolfsburg","Industrial Informatics, 2006 IEEE International Conference on","16-18 Aug. 2006","2006","","","1118","1123","The specification of test rules for vehicle comfort systems is an essential base to increase the test quality and to reduce the test time within the vehicle production. This concept improves the current process. With this target a method will be introduced that helps engineers of the automobile industry to produce test rules for the desired functionalities of the comfort system. The basis of the new method is a function model specified in UML a new component of the method is the integration of individual vehicle description and the test instructions into the vehicle model.","","0-7803-9700-2","0-7803-9701-0","10.1109/INDIN.2006.275774","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4053547","","Automatic testing;Automobiles;Automotive engineering;Electrical products industry;Mechanical engineering;Production systems;System testing;Systems engineering and theory;Unified modeling language;Vehicles","Unified Modeling Language;automobile industry;conformance testing;quality management","UML;automobile industry;individual vehicle description;test quality;test rule specification;vehicle comfort systems;vehicle production","","","","1","","7","","","20070108","","IEEE","","IEEE Conference Publications"
"A design architecture for OSEK/VDX-based vehicular application specific embedded operating systems","Yuan Sun; Fei-Yue Wang","Key Lab. of Complex Syst. & Intelligence Sci., Chinese Acad. of Sci., Beijing, China","Intelligent Vehicles Symposium, 2005. Proceedings. IEEE","6-8 June 2005","2005","","","882","887","The open vehicular industry standard OSEK/VDX is introduced briefly and an OSEK/VDX-based architecture for vehicular application specific embedded operating systems are proposed in this paper. This architecture is designed based on a microkernel mode since its flexibility, reliability and portability are critical to the safety and performance of vehicles. Finally, the UML is used to model the architecture of vehicular application specific embedded operating systems. Through analyzing the functions and the proposed relationships among different components, the feasibility of constructing a Linux-based vehicular application specific embedded operating system is demonstrated.","","0-7803-8961-1","","10.1109/IVS.2005.1505217","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1505217","","Automotive engineering;File servers;Kernel;Memory management;Network servers;Operating systems;Protocols;Real time systems;Vehicle safety;Vehicles","Linux;Unified Modeling Language;automated highways;automotive electronics;embedded systems;operating system kernels;road vehicles;software architecture;software portability;software reliability;standards","Linux;OSEK architecture;UML;VDX architecture;automotive electronics;microkernel mode;open vehicular industry standard;vehicle distributed executive architecture;vehicular application specific embedded operating systems","","","","1","","15","","","20050912","","IEEE","","IEEE Conference Publications"
"Grammar-specified model-driven architectures","Jun Kong; Kang Zhang; Jing Dong","Univ. of Texas at Dallas, Richardson, TX, USA","Engineering of Complex Computer Systems, 2005. ICECCS 2005. Proceedings. 10th IEEE International Conference on","16-20 June 2005","2005","","","24","25","Instead of UML diagrams, an alternative approach is using graph grammars according to G. Rozenberg (1997) to specify meta-models. With the capability of formally specifying syntax in a visual fashion, graph grammars have gained much attention in recent years. Based on graph grammar formalism, called the reserved graph grammar (RGG) as stated in D.Q. Zhang et al. (2001), this paper proposes an intuitive yet formal approach to specifying models. More specially, given a graph grammar defining a meta-model, a visual language generator can automatically generate a graphical environment, which allows users to directly manipulate models by drawing box-line diagrams. A graph transformation engine underlying the environment can validate the integrity of user-designed models.","","0-7695-2284-X","","10.1109/ICECCS.2005.52","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1467879","","Automotive components;Cameras;Computer architecture;Engines;Pricing;Production;Road vehicles;Traffic control;Unified modeling language;Vehicle driving","Unified Modeling Language;computational linguistics;formal specification;graph grammars;programming environments;software architecture;visual programming","UML diagrams;box-line diagrams;formal specification;grammar-specified model-driven architectures;graph grammar formalism;graph transformation engine;metamodels;reserved graph grammar;user-designed models;visual language generator","","","","0","","","","","20050725","","IEEE","","IEEE Conference Publications"
"Models for model's sake","Niggemann, O.; Stroop, J.","dSPACE GmbH, Paderborn","Software Engineering, 2008. ICSE '08. ACM/IEEE 30th International Conference on","10-18 May 2008","2008","","","561","570","In automotive software and system design, explicit system and especially software models have found their way into the development process. This paper try to give an overview for what such models have so-far been used and which advantages they brought to vehicle manufacturers and suppliers. Another focus of this paper is the comparison to functional models which are already used in the automotive industry to define control algorithms and function implementation. In many cases too strong analogies have been seen between the existing functional control algorithm models and the new system models - leading to suboptimal development processes and tools. This paper therefore try to outline differences between these model types. Finally, a synthesis between functional, system, and software models was sketched.","0270-5257","978-1-4244-4486-1","978-1-60558-079-1","10.1145/1368088.1368165","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4814167","automotive software engineering;autosar;model-based development;software architecture;system engineering;tooling;uml","Automotive engineering;Differential equations;Industrial control;Mathematical model;Permission;Programming;Software architecture;Software engineering;Software systems;Vehicles","automobile industry;automobile manufacture;production engineering computing","automotive industry;automotive software;explicit system;functional control algorithm;suboptimal development processes;system design;vehicle manufacturers;vehicle suppliers","","","","0","","22","","","20090414","","IEEE","","IEEE Conference Publications"
"Model-based specification and validation of automotive electronics","Schultz, T.","Berner & Mattner Systemtechnik GmbH","Model-Based Development of Computer-Based Systems and Model-Based Methodologies for Pervasive and Embedded Software, 2006. MBD/MOMPES 2006. Fourth and Third International Workshop on","30-30 March 2006","2006","","","6 pp.","24","RAVENNA is a model-based specification system for electronic components in the field of bodywork and infotainment. Powerful tools are used to systematically record requirements and then supplement these with symbolic UML specifications. Executable models, simple integration of off-the-shelf displays, haptic control elements and speech dialog systems all facilitate the efficient construction of GUI prototypes. These are used for specification purposes and permit validation in early-stage usability and ergonomics analyses","","0-7695-2538-5","","10.1109/MBD-MOMPES.2006.19","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1604761","","Automotive electronics;Displays;Electronic components;Graphical user interfaces;Haptic interfaces;Power system modeling;Prototypes;Speech;Unified modeling language;Usability","Unified Modeling Language;automotive electronics;electronic engineering computing;ergonomics;formal specification;haptic interfaces;speech-based user interfaces","GUI prototype construction;UML specifications;automotive electronics;ergonomics;executable models;haptic control elements;model-based specification system;model-based validation system;off-the-shelf displays;speech dialog systems;usability","","","","0","","","","","20060410","","IEEE","","IEEE Conference Publications"
"Framework for Defining Model Language Metamodels for CASE Tools","Garcia-Magarino, I.; Gomez-Sanz, J.J.","Software Eng. & Artificial Intell. Fac. de Inf., Univ. Complutense de Madrid, Madrid","Model-based Methodologies for Pervasive and Embedded Software, 2008. MOMPES 2008. 5th International Workshop on","5-5 April 2008","2008","","","14","23","This paper presents a framework for defining metamodels. The main goal of this framework is to achieve the model interchange among CASE tools. This framework adds the CASE tools issues to the definitions of the model languages. The presented framework contains four internal metamodels. Firstly, a metamodel specifies the abstract syntax of the model language. Secondly, another metamodel specifies the particular elements for the connection-based languages. Thirdly, a metamodel specifies the spatial information. At last, a metamodel defines the necessary elements for the CASE tools. Each internal metamodel can be changed without having effect on the others. These four internal metamodels can be combined in several ways (denoted as configurations). Each configuration has its particular scope. The presented framework has been already used for defining the INGENIAS language and modernising the INGENIAS Development Kit (IDK). The presented framework is compared to the UML Diagram Interchange (UML-DI) specification and other relevant works.","","978-0-7695-3104-5","","10.1109/MOMPES.2008.7","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4520166","CASE tool;EMF;metamodel;model interchange;modeling language","Artificial intelligence;Automotive electronics;Computer aided software engineering;Costs;Embedded software;Libraries;Safety;Software engineering;Unified modeling language;XML","computer aided software engineering;simulation languages;specification languages","CASE tool;connection-based languages;model language metamodel","","","","0","","34","","","20080516","","IEEE","","IEEE Conference Publications"
"Automated software engineering using concurrent class machines","Grosu, R.; Liu, Y.A.; Smolka, S.; Stoller, S.D.; Jingyu Yan","State Univ. of New York, Stony Brook, NY, USA","Automated Software Engineering, 2001. (ASE 2001). Proceedings. 16th Annual International Conference on","26-29 Nov. 2001","2001","","","297","304","Concurrent Class Machines are a novel state-machine model that directly captures a variety of object-oriented concepts, including classes and inheritance, objects and object creation, methods, method invocation and exceptions, multithreading and abstract collection types. The model can be understood as a precise definition of UML activity diagrams which, at the same time, offers an executable, object-oriented alternative to event-based statecharts. It can also be understood as a visual, combined control and data flow model for multithreaded object-oriented programs. We first introduce a visual notation and tool for Concurrent Class Machines and discuss their benefits in enhancing system design. We then equip this notation with a precise semantics that allows us to define refinement and modular refinement rules. Finally, we summarize our work on generation of optimized code, implementation and experiments, and compare with related work.","1938-4300","0-7695-1426-X","","10.1109/ASE.2001.989816","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=989816","","Aerospace testing;Automotive engineering;Design automation;Embedded software;Medical simulation;Multithreading;Object oriented modeling;Power system modeling;Software engineering;Unified modeling language","exception handling;multi-threading;object-oriented programming;software engineering;specification languages","UML activity diagrams;abstract collection types;automated software engineering;classes;concurrent class machines;data flow model;event-based statecharts;exceptions;inheritance;method invocation;multithreaded object-oriented programs;multithreading;object creation;object-oriented concepts;optimized code;semantics;state-machine model;system design;visual notation","","","","0","1","","","","20020807","","IEEE","","IEEE Conference Publications"
"Test generation from StateChart and B method for flight control software of unmanned aerial vehicle","Jiufu Liu; Zhenxing Yang","Inst. of Autom. Eng., Nanjing Univ. of Areonautics & Astronaut., Nanjing, China","Computer Science & Education, 2009. ICCSE '09. 4th International Conference on","25-28 July 2009","2009","","","851","856","The growing complexity of flight control software of unmanned aerial vehicle led up to more and more difficulty in testing such systems.B is a formal method which enables the automatic generation of an executable code through s succession of refinements from an abstract specification.UML specifications can be formally verified by analyzing the corresponding B specification.Integration of UML specifications and B method can overcomes the drawback of UML. We adopt the tool statemate which support the virtual prototype technology.The detailed description of flight control software behaviors is presented based on statecharts. Then we adopt the B method to translate the statecharts into B specification of flight control software. According to software testing criteria MC/DC, we are easy to obtain the test cases based on statechart and B method.","","978-1-4244-3520-3","978-1-4244-3521-0","10.1109/ICCSE.2009.5228205","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5228205","B method;Flight control software;Statechart;Test generation;Virtual prototype","Aerospace control;Aerospace engineering;Automatic testing;Automation;Automotive engineering;Object oriented modeling;Software testing;System testing;Unified modeling language;Unmanned aerial vehicles","Unified Modeling Language;aerospace computing;aerospace control;aircraft testing;formal specification;formal verification;program testing;remotely operated vehicles;virtual prototyping","B method;UML specification;automatic test generation;executable code;flight control software;formal method;formal verification;software testing criteria;statechart;unmanned aerial vehicle;virtual prototype technology","","","","0","","22","","","20090901","","IEEE","","IEEE Conference Publications"
"Design and Development of a BlueBee Gateway for Bluetooth and ZigBee Wireless Protocols","Cano, E.; Garcia, I.","Postgrad. Dept., Technol. Univ. of the Mixtec Region, Huajuapan de Leon, Mexico","Electronics, Robotics and Automotive Mechanics Conference (CERMA), 2011 IEEE","15-18 Nov. 2011","2011","","","366","370","The ubiquity of the new generation of mobile devices with embedded wireless capability is one of the most rapidly growing technologies in the Short-Range Wireless Networks applications. In this paper, we propose to combine the functions and capabilities of the maturity wireless protocol such as Bluetooth with the simplified data processing of ZigBee technologies, to design a powerful gateway tool for embedded systems: the BlueBee system. In addition, our approach describes the design based on UML diagrams. Also included, is the construction of the BlueBee node, providing a flexible platform with the possibility of expanding the functionality.","","978-1-4577-1879-3","","10.1109/CERMA.2011.67","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6125858","Bluetooth;Embedded System;Short-Range Wireless Networks;ZigBee","Ad hoc networks;Bluetooth;Protocols;Temperature sensors;Wireless communication;Wireless sensor networks;Zigbee","Bluetooth;Zigbee;embedded systems;internetworking;mobile computing;protocols","BlueBee gateway;BlueBee node;Bluetooth;UML diagrams;ZigBee wireless protocols;embedded systems;embedded wireless capability;maturity wireless protocol;mobile devices;short-range wireless networks applications;simplified data processing","","","","0","","8","","","20120109","","IEEE","","IEEE Conference Publications"
"Integrating European Qualification Systems with OWL Ontologies","Cubillos, C.; Lamberti, F.; Demartini, C.","Pontificia Univ. Catolica de Valparaiso, Valparaiso","Electronics, Robotics and Automotive Mechanics Conference, 2007. CERMA 2007","25-28 Sept. 2007","2007","","","752","757","The present work describes the work carried out in the EU LdV HELeN Projec regarding the use of Web ontologies as a way to tackle the qualification systems' integration for enabling transparency and mobility of students at European level. Qualification systems at post-secondary non-academic level of nine EU countries have been formalized in terms of profile, activities, competences, learning outcomes, etc. first using UML for a human-readable model and then using OWL for a machine-processable one. In addition, concrete qualification profiles have been used as study case to validate the ontology correctness.","","978-0-7695-2974-5","","10.1109/CERMA.2007.4367778","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4367778","","Character recognition;Concrete;Educational institutions;Educational programs;Instruments;OWL;Ontologies;Qualifications;Robotics and automation;Vocational training","Internet;Unified Modeling Language;knowledge representation;knowledge representation languages","EU LdV HELeN Projec;European qualification systems;UML;ontology Web language","","","","0","","8","","","20071029","","IEEE","","IEEE Conference Publications"
"Estimation of Real-Time Software Code Size using COSMIC FSM","Lind, K.; Heldal, R.","Saab Automobile AB, Trollhattan, Sweden","Object/Component/Service-Oriented Real-Time Distributed Computing, 2009. ISORC '09. IEEE International Symposium on","17-20 March 2009","2009","","","244","248","For distributed networks which will be mass produced, such as computer systems in modern vehicles, it is crucial to find cost efficient hardware. A distributed network in a vehicle consists of several ECUs (electronic control unit). In this paper we consider the amount of memory needed for these ECUs. They should contain enough memory to survive several software generations, without inducing unnecessary cost of too much memory. Our earlier work shows that UML component diagrams can be used to collect enough information for estimating memory size using a functional size measurement method. This paper replicates our earlier experiment with more software components of a different type. We compare the results from the two experiments.","1555-0885","978-0-7695-3573-9","","10.1109/ISORC.2009.15","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5232000","COSMIC Function Points;Functional Size Measurement;UML components;software code size;system architecture","Automobiles;Automotive engineering;Computer architecture;Costs;Distributed computing;Hardware;Real time systems;Size measurement;Unified modeling language;Vehicles","Unified Modeling Language;software engineering","COSMIC FSM;UML component diagrams;distributed network;electronic control unit;functional size measurement method;real-time software code","","","","3","","13","","","20090904","","IEEE","","IEEE Conference Publications"
